Lambda(micron),Flux(Jy)
9.436350078380201012e+00,3.092904353660911806e-02
9.437650078383740038e+00,3.084081094536588949e-02
9.438950078387279063e+00,3.111960776184045582e-02
9.440250078390818089e+00,3.069972178658776293e-02
9.441550078394357115e+00,3.074190555540352518e-02
9.442850078397896141e+00,3.073426966253347062e-02
9.444150078401435167e+00,3.053914740247217971e-02
9.445450078404974192e+00,3.053514887370521388e-02
9.446750078408513218e+00,3.053838172563175593e-02
9.448050078412052244e+00,3.079025916055680434e-02
9.449350078415591270e+00,3.068661297714727482e-02
9.450650078419130296e+00,3.056845501148226438e-02
9.451950078422669321e+00,3.068622448054035903e-02
9.453250078426208347e+00,3.031479543444565161e-02
9.454550078429747373e+00,3.013749109379950178e-02
9.455850078433286399e+00,2.988233036403074860e-02
9.457150078436825424e+00,3.025710367022441810e-02
9.458450078440364450e+00,3.007875477491187000e-02
9.459750078443903476e+00,2.989056312088815559e-02
9.461050078447442502e+00,2.983885080763529901e-02
9.462350078450981528e+00,2.980409663472978130e-02
9.463650078454520553e+00,2.991626093171302625e-02
9.464950078458059579e+00,3.009354161131527067e-02
9.466250078461598605e+00,2.999969700484777721e-02
9.467550078465137631e+00,2.951846624107319281e-02
9.468850078468676656e+00,2.976254720557420033e-02
9.470150078472215682e+00,2.957569619599664107e-02
9.471450078475754708e+00,2.972349767917763230e-02
9.472750078479293734e+00,2.978836366855596926e-02
9.474050078482832760e+00,2.972763216880670162e-02
9.475350078486371785e+00,2.989620255490433448e-02
9.476650078489910811e+00,2.945765266912432623e-02
9.477950078493449837e+00,2.975000511992140564e-02
9.479250078496988863e+00,2.948318180958117360e-02
9.480550078500527889e+00,2.925212050828653043e-02
9.481850078504066914e+00,2.923768803876627964e-02
9.483150078507605940e+00,2.924003285192338514e-02
9.484450078511144966e+00,2.944683153406708193e-02
9.485750078514683992e+00,2.924103552363190722e-02
9.487050078518223017e+00,2.926571505407186968e-02
9.488350078521762043e+00,2.920600637233080124e-02
9.489650078525301069e+00,2.882887534925508699e-02
9.490950078528840095e+00,2.887328086750167236e-02
9.492250078532379121e+00,2.854826465762336229e-02
9.493550078535918146e+00,2.849857489106997349e-02
9.494850078539457172e+00,2.842296540030009658e-02
9.496150078542996198e+00,2.870059760462076448e-02
9.497450078546535224e+00,2.873339998783416144e-02
9.498750078550074250e+00,2.856175436402468362e-02
9.500050078553613275e+00,2.858679574125573900e-02
9.501350078557152301e+00,2.842301010166392583e-02
9.502650078560691327e+00,2.862000958278158522e-02
9.503950078564230353e+00,2.855176579830157046e-02
9.505250078567769378e+00,2.873214595142499841e-02
9.506550078571308404e+00,2.873641247915897229e-02
9.507850078574847430e+00,2.859276163287002154e-02
9.509150078578386456e+00,2.886673630349645414e-02
9.510450078581925482e+00,2.863592900384756210e-02
9.511750078585464507e+00,2.871829047146235575e-02
9.513050078589003533e+00,2.848369121864943732e-02
9.514350078592542559e+00,2.837485547235978414e-02
9.515650078596081585e+00,2.830374047650372274e-02
9.516950078599620610e+00,2.809956833432732115e-02
9.518250078603159636e+00,2.810493267912667070e-02
9.519550078606698662e+00,2.778837295319547263e-02
9.520850078610237688e+00,2.773013892299817235e-02
9.522150078613776714e+00,2.770780451299078781e-02
9.523450078617315739e+00,2.788855692084750773e-02
9.524750078620854765e+00,2.770922343722596534e-02
9.526050078624393791e+00,2.766336088687335396e-02
9.527350078627932817e+00,2.784286398833778903e-02
9.528650078631471843e+00,2.787123209726930645e-02
9.529950078635010868e+00,2.789938190703934381e-02
9.531250078638549894e+00,2.792073711315376169e-02
9.532550078642088920e+00,2.782453243486456701e-02
9.533850078645627946e+00,2.784151993846607775e-02
9.535150078649166971e+00,2.769006740765231345e-02
9.536450078652705997e+00,2.795598674422852814e-02
9.537750078656245023e+00,2.767258067464684057e-02
9.539050078659784049e+00,2.772871808868235602e-02
9.540350078663323075e+00,2.746162531131410289e-02
9.541650078666862100e+00,2.735749689240369112e-02
9.542950078670401126e+00,2.729935528672940148e-02
9.544250078673940152e+00,2.686046158465436873e-02
9.545550078677479178e+00,2.706142008225265877e-02
9.546850078681018203e+00,2.669665725705397397e-02
9.548150078684557229e+00,2.665962656531283004e-02
9.549450078688096255e+00,2.661076035876665594e-02
9.550750078691635281e+00,2.651301923033576660e-02
9.552050078695174307e+00,2.665650079518490367e-02
9.553350078698713332e+00,2.653012216687863911e-02
9.554650078702252358e+00,2.652200174315245962e-02
9.555950078705791384e+00,2.639523005766707814e-02
9.557250078709330410e+00,2.675053998324490589e-02
9.558550078712869436e+00,2.675060771398881168e-02
9.559850078716408461e+00,2.686128082456844951e-02
9.561150078719947487e+00,2.690221415604067759e-02
9.562450078723486513e+00,2.660153545342825235e-02
9.563750078727025539e+00,2.696927896860345716e-02
9.565050078730564564e+00,2.682121328868742813e-02
9.566350078734103590e+00,2.709585684353857382e-02
9.567650078737642616e+00,2.652166732624878717e-02
9.568950078741181642e+00,2.643006283891123631e-02
9.570250078744720668e+00,2.634991384068214107e-02
9.571550078748259693e+00,2.586572916972969260e-02
9.572850078751798719e+00,2.576866379204855936e-02
9.574150078755337745e+00,2.553341075296204285e-02
9.575450078758876771e+00,2.566051687730360603e-02
9.576750078762415797e+00,2.539313511564801965e-02
9.578050078765954822e+00,2.544231896709083993e-02
9.579350078769493848e+00,2.559907818132006047e-02
9.580650078773032874e+00,2.568770112036745240e-02
9.581950078776571900e+00,2.555235118885284748e-02
9.583250078780110925e+00,2.528190011149457697e-02
9.584550078783649951e+00,2.526081164345255620e-02
9.585850078787188977e+00,2.517946509098169597e-02
9.587150078790728003e+00,2.560665335025154657e-02
9.588450078794267029e+00,2.550992179000172513e-02
9.589750078797806054e+00,2.564907853625819287e-02
9.591050078801345080e+00,2.570048246738761838e-02
9.592350078804884106e+00,2.564372279354347473e-02
9.593650078808423132e+00,2.570213677507499420e-02
9.594950078811962157e+00,2.510284903465150388e-02
9.596250078815501183e+00,2.500712828561900067e-02
9.597550078819040209e+00,2.481558580473160885e-02
9.598850078822579235e+00,2.478881308772124675e-02
9.600150078826118261e+00,2.473572016611555804e-02
9.601450078829657286e+00,2.468958298474172378e-02
9.602750078833196312e+00,2.430888443950229849e-02
9.604050078836735338e+00,2.433662901165955725e-02
9.605350078840274364e+00,2.417671025135591581e-02
9.606650078843813390e+00,2.405375565376581190e-02
9.607950078847352415e+00,2.413669908811965151e-02
9.609250078850891441e+00,2.390581527801510439e-02
9.610550078854430467e+00,2.416562215662259802e-02
9.611850078857969493e+00,2.417868818476778120e-02
9.613150078861508518e+00,2.422211862588768971e-02
9.614450078865047544e+00,2.451576159478369848e-02
9.615750078868586570e+00,2.444587018050534827e-02
9.617050078872125596e+00,2.439581807258190890e-02
9.618350078875664622e+00,2.404888474782402794e-02
9.619650078879203647e+00,2.402758570050419692e-02
9.620950078882742673e+00,2.408293658662693376e-02
9.622250078886281699e+00,2.408133176297231129e-02
9.623550078889820725e+00,2.388664889754451778e-02
9.624850078893359751e+00,2.389913544400264211e-02
9.626150078896898776e+00,2.363717599991043902e-02
9.627450078900437802e+00,2.359065162367325608e-02
9.628750078903976828e+00,2.356099830114943838e-02
9.630050078907515854e+00,2.325347577323960691e-02
9.631350078911054879e+00,2.334661158356328425e-02
9.632650078914593905e+00,2.296720004921292899e-02
9.633950078918132931e+00,2.325671503902355941e-02
9.635250078921671957e+00,2.279504069374931052e-02
9.636550078925210983e+00,2.299277733017537212e-02
9.637850078928750008e+00,2.299685451596020919e-02
9.639150078932289034e+00,2.303685304500487779e-02
9.640450078935828060e+00,2.328518198841084477e-02
9.641750078939367086e+00,2.303417518273884884e-02
9.643050078942906111e+00,2.321905442357628455e-02
9.644350078946445137e+00,2.286600025923430854e-02
9.645650078949984163e+00,2.323430142377460109e-02
9.646950078953523189e+00,2.298320745267579124e-02
9.648250078957062215e+00,2.302681105262848263e-02
9.649550078960601240e+00,2.295527428711182857e-02
9.650850078964140266e+00,2.285461326732576501e-02
9.652150078967679292e+00,2.306229070132103515e-02
9.653450078971218318e+00,2.271784473554692985e-02
9.654750078974757344e+00,2.283567104733597725e-02
9.656050078978296369e+00,2.259116275360545031e-02
9.657350078981835395e+00,2.274964852774425533e-02
9.658650078985374421e+00,2.258724893591076630e-02
9.659950078988913447e+00,2.273103467932138105e-02
9.661250078992452472e+00,2.305509585329265643e-02
9.662550078995991498e+00,2.506421071588121885e-02
9.663850078999530524e+00,2.945368612444676515e-02
9.665150079003069550e+00,2.814444842491830787e-02
9.666450079006608576e+00,2.367008589931482443e-02
9.667750079010147601e+00,2.239230650655499658e-02
9.669050079013686627e+00,2.259935415307865944e-02
9.670350079017225653e+00,2.263856234351355190e-02
9.671650079020764679e+00,2.286416224928524213e-02
9.672950079024303705e+00,2.277149990073311023e-02
9.674250079027842730e+00,2.243380608639268178e-02
9.675550079031381756e+00,2.243854580048795788e-02
9.676850079034920782e+00,2.219102322298091221e-02
9.678150079038459808e+00,2.244815763164790742e-02
9.679450079041998833e+00,2.222646075399031113e-02
9.680750079045537859e+00,2.245684668415376048e-02
9.682050079049076885e+00,2.237746865633158735e-02
9.683350079052615911e+00,2.228435376789835581e-02
9.684650079056154937e+00,2.210666801908425447e-02
9.685950079059693962e+00,2.215031918338569716e-02
9.687250079063232988e+00,2.222914059788915278e-02
9.688550079066772014e+00,2.197599325997591849e-02
9.689850079070311040e+00,2.197217102118702997e-02
9.691150079073850065e+00,2.200693263305647171e-02
9.692450079077389091e+00,2.206354094581402733e-02
9.693750079080928117e+00,2.183639589325421515e-02
9.695050079084467143e+00,2.195728850528736245e-02
9.696350079088006169e+00,2.183612444391695023e-02
9.697650079091545194e+00,2.217604144048328924e-02
9.698950079095084220e+00,2.218591821715838741e-02
9.700250079098623246e+00,2.230282338231184477e-02
9.701550079102162272e+00,2.237390260971368686e-02
9.702850079105701298e+00,2.197322552510432361e-02
9.704150079109240323e+00,2.213444597550670231e-02
9.705450079112779349e+00,2.179620893631773609e-02
9.706750079116318375e+00,2.201720663762903735e-02
9.708050079119857401e+00,2.198259903396798318e-02
9.709350079123396426e+00,2.204718860785676374e-02
9.710650079126935452e+00,2.214294045465896310e-02
9.711950079130474478e+00,2.216519187802590621e-02
9.713250079134013504e+00,2.220418196305244327e-02
9.714550079137552530e+00,2.213102919335778115e-02
9.715850079141091555e+00,2.234582912572768282e-02
9.717150079144630581e+00,2.196987503159966368e-02
9.718450079148169607e+00,2.215941191834864404e-02
9.719750079151708633e+00,2.180404165353181517e-02
9.721050079155247658e+00,2.231131502608238101e-02
9.722350079158786684e+00,2.222476758373963940e-02
9.723650079162325710e+00,2.238041641720042371e-02
9.724950079165864736e+00,2.272228093358669848e-02
9.726250079169403762e+00,2.239179657870935328e-02
9.727550079172942787e+00,2.259387519360187696e-02
9.728850079176481813e+00,2.225453542985741939e-02
9.730150079180020839e+00,2.256412984372899860e-02
9.731450079183559865e+00,2.217410104067442725e-02
9.732750079187098891e+00,2.248389584237608582e-02
9.734050079190637916e+00,2.236012269175603404e-02
9.735350079194176942e+00,2.237407826915299366e-02
9.736650079197715968e+00,2.240507037659913644e-02
9.737950079201254994e+00,2.276365868492249284e-02
9.739250079204794019e+00,2.285651805164818154e-02
9.740550079208333045e+00,2.245782719660790322e-02
9.741850079211872071e+00,2.294535834606771865e-02
9.743150079215411097e+00,2.296958453256449720e-02
9.744450079218950123e+00,2.314905847100740682e-02
9.745750079222489148e+00,2.301301502790591494e-02
9.747050079226028174e+00,2.281640859202314561e-02
9.748350079229567200e+00,2.266065970023682652e-02
9.749650079233106226e+00,2.248405178917819991e-02
9.750950079236645252e+00,2.308589693698327033e-02
9.752250079240184277e+00,2.252688428159499434e-02
9.753550079243723303e+00,2.317466033366743713e-02
9.754850079247262329e+00,2.274047860704363905e-02
9.756150079250801355e+00,2.298656484495751814e-02
9.757450079254340380e+00,2.298703235740249401e-02
9.758750079257879406e+00,2.299796309623648727e-02
9.760050079261418432e+00,2.315238751362732120e-02
9.761350079264957458e+00,2.288005133277156572e-02
9.762650079268496484e+00,2.338726332372256800e-02
9.763950079272035509e+00,2.320466121323315478e-02
9.765250079275574535e+00,2.353559463537801405e-02
9.766550079279113561e+00,2.333951703020030119e-02
9.767850079282652587e+00,2.372729311463968316e-02
9.769150079286191612e+00,2.362802895024620348e-02
9.770450079289730638e+00,2.363467435974565822e-02
9.771750079293269664e+00,2.365625679973258622e-02
9.773050079296808690e+00,2.352162371889393241e-02
9.774350079300347716e+00,2.399537742377466643e-02
9.775650079303886741e+00,2.356494599171071389e-02
9.776950079307425767e+00,2.407853630143590509e-02
9.778250079310964793e+00,2.369327608668352070e-02
9.779550079314503819e+00,2.410105173441743839e-02
9.780850079318042845e+00,2.399942228576796080e-02
9.782150079321581870e+00,2.428576988000254525e-02
9.783450079325120896e+00,2.439245323259961115e-02
9.784750079328659922e+00,2.402534583308408092e-02
9.786050079332198948e+00,2.448677790769570803e-02
9.787350079335737973e+00,2.393416296727853693e-02
9.788650079339276999e+00,2.474954409003215713e-02
9.789950079342816025e+00,2.456235597014428534e-02
9.791250079346355051e+00,2.495263324183050191e-02
9.792550079349894077e+00,2.484221932717873074e-02
9.793850079353433102e+00,2.479658563213937850e-02
9.795150079356972128e+00,2.492894770861462522e-02
9.796450079360511154e+00,2.494266472563506920e-02
9.797750079364050180e+00,2.521072131646264619e-02
9.799050079367589206e+00,2.493220983904573945e-02
9.800350079371128231e+00,2.519930444362298433e-02
9.801650079374667257e+00,2.497798830714263729e-02
9.802950079378206283e+00,2.534942339476306192e-02
9.804250079381745309e+00,2.530213728465846232e-02
9.805550079385284334e+00,2.584662387404130027e-02
9.806850079388823360e+00,2.588497488231608287e-02
9.808150079392362386e+00,2.556608753932182454e-02
9.809450079395901412e+00,2.580035699497074467e-02
9.810750079399440438e+00,2.548319548363421269e-02
9.812050079402979463e+00,2.604228134935693967e-02
9.813350079406518489e+00,2.569999233688616616e-02
9.814650079410057515e+00,2.607462188421297636e-02
9.815950079413596541e+00,2.588294839587601884e-02
9.817250079417135566e+00,2.610436356269002500e-02
9.818550079420674592e+00,2.612244248102836564e-02
9.819850079424213618e+00,2.625276928242046767e-02
9.821150079427752644e+00,2.649951653111511790e-02
9.822450079431291670e+00,2.654234729181281088e-02
9.823750079434830695e+00,2.694510401931711485e-02
9.825050079438369721e+00,2.675807487594007369e-02
9.826350079441908747e+00,2.707263117207788297e-02
9.827650079445447773e+00,2.688889127326458961e-02
9.828950079448986799e+00,2.733711425671979042e-02
9.830250079452525824e+00,2.710014477366208541e-02
9.831550079456064850e+00,2.718102476265907286e-02
9.832850079459603876e+00,2.723650657299773320e-02
9.834150079463142902e+00,2.731386116770321767e-02
9.835450079466681927e+00,2.753609143307035254e-02
9.836750079470220953e+00,2.724008311058473061e-02
9.838050079473759979e+00,2.751336050489643428e-02
9.839350079477299005e+00,2.731949513650196171e-02
9.840650079480838031e+00,2.768903718812062986e-02
9.841950079484377056e+00,2.754932874913240681e-02
9.843250079487916082e+00,2.768871037043562494e-02
9.844550079491455108e+00,2.761515676573588970e-02
9.845850079494994134e+00,2.759492248198259362e-02
9.847150079498533159e+00,2.766200401353930902e-02
9.848450079502072185e+00,2.790081802144486409e-02
