Lambda(micron),Flux(Jy)
8.680650232068728656e+00,1.090547130888763067e-01
8.681950232072267681e+00,1.088542412348055266e-01
8.683250232075806707e+00,1.082149824050403636e-01
8.684550232079345733e+00,1.072507457045147883e-01
8.685850232082884759e+00,1.062122350569519591e-01
8.687150232086423784e+00,1.051100174681844773e-01
8.688450232089962810e+00,1.052982804826087249e-01
8.689750232093501836e+00,1.050441188461248843e-01
8.691050232097040862e+00,1.057723212557895309e-01
8.692350232100579888e+00,1.050379502441640689e-01
8.693650232104118913e+00,1.052865298818297934e-01
8.694950232107657939e+00,1.048032699823955444e-01
8.696250232111196965e+00,1.051857590543580773e-01
8.697550232114735991e+00,1.048960647718242267e-01
8.698850232118275017e+00,1.046351365187230265e-01
8.700150232121814042e+00,1.046410162377734571e-01
8.701450232125353068e+00,1.048685788117327822e-01
8.702750232128892094e+00,1.049423264328072092e-01
8.704050232132431120e+00,1.050087880629454046e-01
8.705350232135970145e+00,1.044945278385179810e-01
8.706650232139509171e+00,1.028626917487926173e-01
8.707950232143048197e+00,1.021989344311516890e-01
8.709250232146587223e+00,1.011724434352062607e-01
8.710550232150126249e+00,1.016016501585400300e-01
8.711850232153665274e+00,1.009456708747383663e-01
8.713150232157204300e+00,1.008520266802659382e-01
8.714450232160743326e+00,1.001771347628628295e-01
8.715750232164282352e+00,9.955366466108625523e-02
8.717050232167821378e+00,9.907034460785081598e-02
8.718350232171360403e+00,9.848063243783644616e-02
8.719650232174899429e+00,9.834820386195808339e-02
8.720950232178438455e+00,9.827010293698523746e-02
8.722250232181977481e+00,9.906376576791731114e-02
8.723550232185516506e+00,9.952103639854001371e-02
8.724850232189055532e+00,1.000275863344822214e-01
8.726150232192594558e+00,9.981544485840090908e-02
8.727450232196133584e+00,9.929251819418491443e-02
8.728750232199672610e+00,9.795540676735386976e-02
8.730050232203211635e+00,9.696681545367304145e-02
8.731350232206750661e+00,9.591978890239931388e-02
8.732650232210289687e+00,9.537056598027854326e-02
8.733950232213828713e+00,9.540608735344927038e-02
8.735250232217367738e+00,9.580150194972474054e-02
8.736550232220906764e+00,9.596465390162199627e-02
8.737850232224445790e+00,9.630504415350166214e-02
8.739150232227984816e+00,9.636774937610526059e-02
8.740450232231523842e+00,9.559634873743189099e-02
8.741750232235062867e+00,9.540390244937148323e-02
8.743050232238601893e+00,9.257774645986605044e-02
8.744350232242140919e+00,9.377357033084157689e-02
8.745650232245679945e+00,9.399243125245770880e-02
8.746950232249218971e+00,9.437258994054797956e-02
8.748250232252757996e+00,9.422089946646300396e-02
8.749550232256297022e+00,9.391581832927281548e-02
8.750850232259836048e+00,9.369340877252699262e-02
8.752150232263375074e+00,9.284353292631936094e-02
8.753450232266914099e+00,9.201002787074560874e-02
8.754750232270453125e+00,9.134515522197700355e-02
8.756050232273992151e+00,9.129299136130192283e-02
8.757350232277531177e+00,9.079149844567703520e-02
8.758650232281070203e+00,9.042354477349322239e-02
8.759950232284609228e+00,8.991060865091876630e-02
8.761250232288148254e+00,8.977893055710788051e-02
8.762550232291687280e+00,8.974963240246522367e-02
8.763850232295226306e+00,8.934178292279776334e-02
8.765150232298765332e+00,8.898008510831156848e-02
8.766450232302304357e+00,8.835821585217817908e-02
8.767750232305843383e+00,8.822834934893211689e-02
8.769050232309382409e+00,8.855853075833677868e-02
8.770350232312921435e+00,8.882321228345657627e-02
8.770750076568219811e+00,8.832784901106476017e-02
8.772050076571758837e+00,8.801219411841007534e-02
8.773350076575297862e+00,8.724422860110049582e-02
8.774650076578836888e+00,8.666435184766790867e-02
8.775950076582375914e+00,8.682247320205817298e-02
8.777250076585914940e+00,8.635834027896427401e-02
8.778550076589453965e+00,8.673336642705990751e-02
8.779850076592992991e+00,8.633275009208342399e-02
8.781150076596532017e+00,8.608159534724620088e-02
8.782450076600071043e+00,8.614159440541292734e-02
8.783750076603610069e+00,8.547985130669663589e-02
8.785050076607149094e+00,8.482276303749898549e-02
8.786350076610688120e+00,8.418878806669390091e-02
8.787650076614227146e+00,8.382500995368609431e-02
8.788950076617766172e+00,8.320514003536144676e-02
8.790250076621305197e+00,8.298529384130061415e-02
8.791550076624844223e+00,8.272842033127762729e-02
8.792850076628383249e+00,8.259011162803678308e-02
8.794150076631922275e+00,8.158540934878759365e-02
8.795450076635461301e+00,8.094833710972956786e-02
8.796750076639000326e+00,8.012329541524583487e-02
8.798050076642539352e+00,7.964666593794668403e-02
8.799350076646078378e+00,7.935551913964904169e-02
8.800650076649617404e+00,7.921231267459047376e-02
8.801950076653156430e+00,7.958378877840822929e-02
8.803250076656695455e+00,7.900042788369336655e-02
8.804550076660234481e+00,7.909882442786278500e-02
8.805850076663773507e+00,7.919138199026169722e-02
8.807150076667312533e+00,7.918027002238051115e-02
8.808450076670851558e+00,7.934885432865632082e-02
8.809750076674390584e+00,7.881986209649305408e-02
8.811050076677929610e+00,7.819476582839159085e-02
8.812350076681468636e+00,7.818743844948297661e-02
8.813650076685007662e+00,7.816031221005334539e-02
8.814950076688546687e+00,7.802073631038568269e-02
8.816250076692085713e+00,7.771532807631198470e-02
8.817550076695624739e+00,7.702082129094493801e-02
8.818850076699163765e+00,7.632315272352724334e-02
8.820150076702702790e+00,7.594624227184884613e-02
8.821450076706241816e+00,7.592100297718962221e-02
8.822750076709780842e+00,7.578891403722282094e-02
8.824050076713319868e+00,7.550467151318485115e-02
8.825350076716858894e+00,7.494813540911192395e-02
8.826650076720397919e+00,7.327156639487181211e-02
8.827950076723936945e+00,7.374367503730533402e-02
8.829250076727475971e+00,7.407568805871027340e-02
8.830550076731014997e+00,7.390487508731055644e-02
8.831850076734554023e+00,7.408591653686621981e-02
8.833150076738093048e+00,7.399209244077641079e-02
8.834450076741632074e+00,7.376925033566909817e-02
8.835750076745171100e+00,7.391214281378992446e-02
8.837050076748710126e+00,7.355146599730609525e-02
8.838350076752249151e+00,7.291019615275570742e-02
8.839650076755788177e+00,7.302138462152857334e-02
8.840950076759327203e+00,7.248004939046261141e-02
8.842250076762866229e+00,7.197020528877276502e-02
8.843550076766405255e+00,7.168150306925955006e-02
8.844850076769944280e+00,7.163697541703666072e-02
8.846150076773483306e+00,7.133940038444067100e-02
8.847450076777022332e+00,7.111171639464822225e-02
8.848750076780561358e+00,7.132192372084440735e-02
8.850050076784100384e+00,7.070475654261691723e-02
8.851350076787639409e+00,7.032220935069170842e-02
8.852650076791178435e+00,7.010509309201461148e-02
8.853950076794717461e+00,6.973735352670447363e-02
8.855250076798256487e+00,7.000371918219618073e-02
8.856550076801795512e+00,7.011079020052636557e-02
8.857850076805334538e+00,6.973222621712550640e-02
8.859150076808873564e+00,6.980286712236523361e-02
8.860450076812412590e+00,6.901148483427843594e-02
8.861750076815951616e+00,6.876348665011848549e-02
8.863050076819490641e+00,6.844800959008372210e-02
8.864350076823029667e+00,6.783257160880099002e-02
8.865650076826568693e+00,6.763962196357271861e-02
8.866950076830107719e+00,6.717763214542339656e-02
8.868250076833646744e+00,6.717923617244261902e-02
8.869550076837185770e+00,6.671861102995479964e-02
8.870850076840724796e+00,6.675190400670802382e-02
8.872150076844263822e+00,6.692958632473514080e-02
8.873450076847802848e+00,6.666828213407852144e-02
8.874750076851341873e+00,6.660897747230190569e-02
8.876050076854880899e+00,6.633103092263133160e-02
8.877350076858419925e+00,6.560027772486820563e-02
8.878650076861958951e+00,6.582726548785222676e-02
8.879950076865497977e+00,6.561217913410599678e-02
8.881250076869037002e+00,6.561893251165527852e-02
8.882550076872576028e+00,6.584453111853758034e-02
8.883850076876115054e+00,6.579165996468235023e-02
8.885150076879654080e+00,6.538468017254690789e-02
8.886450076883193105e+00,6.520139129750711360e-02
8.887750076886732131e+00,6.468635129839712949e-02
8.889050076890271157e+00,6.473998717358728228e-02
8.890350076893810183e+00,6.415934198331499361e-02
8.891650076897349209e+00,6.398114128116542954e-02
8.892950076900888234e+00,6.340854209576013423e-02
8.894250076904427260e+00,6.320294970377925148e-02
8.895550076907966286e+00,6.327023527746830633e-02
8.896850076911505312e+00,6.271501429174938802e-02
8.898150076915044338e+00,6.275916146742709090e-02
8.899450076918583363e+00,6.245242942795296154e-02
8.900750076922122389e+00,6.226072655786438897e-02
8.902050076925661415e+00,6.220150986768974155e-02
8.903350076929200441e+00,6.207783977622123583e-02
8.904650076932739466e+00,6.215111976387521081e-02
8.905950076936278492e+00,6.204213446341760169e-02
8.907250076939817518e+00,6.177116143573421064e-02
8.908550076943356544e+00,6.171943846038838860e-02
8.909850076946895570e+00,6.152298543497108224e-02
8.911150076950434595e+00,6.123393166080672717e-02
8.912450076953973621e+00,6.091437494237542799e-02
8.913750076957512647e+00,6.052133080538143334e-02
8.915050076961051673e+00,6.049848870511793930e-02
8.916350076964590698e+00,5.988965044949482591e-02
8.917650076968129724e+00,5.997170621970386584e-02
8.918950076971668750e+00,6.003337087079684692e-02
8.920250076975207776e+00,5.956378711293730532e-02
8.921550076978746802e+00,5.948295456345006893e-02
8.922850076982285827e+00,5.904461749289473954e-02
8.924150076985824853e+00,5.901854081981527944e-02
8.925450076989363879e+00,5.904937592107868671e-02
8.926750076992902905e+00,5.904063609726276085e-02
8.928050076996441931e+00,5.911086593415475210e-02
8.929350076999980956e+00,5.884194400891515353e-02
8.930650077003519982e+00,5.871164496802271787e-02
8.931950077007059008e+00,5.848640581900704100e-02
8.933250077010598034e+00,5.810868541142084204e-02
8.934550077014137059e+00,5.800663485511997619e-02
8.935850077017676085e+00,5.755992219839820706e-02
8.937150077021215111e+00,5.747652955339104669e-02
8.938450077024754137e+00,5.735738105536861142e-02
8.939750077028293163e+00,5.726124283476947963e-02
8.941050077031832188e+00,5.731471348399806015e-02
8.942350077035371214e+00,5.682399704778719890e-02
8.943650077038910240e+00,5.664394758120160078e-02
8.944950077042449266e+00,5.650939742673063287e-02
8.946250077045988292e+00,5.591965534774717000e-02
8.947550077049527317e+00,5.585635428916352341e-02
8.948850077053066343e+00,5.575097442403897235e-02
8.950150077056605369e+00,5.591296339142440980e-02
8.951450077060144395e+00,5.624368550111132764e-02
8.952750077063683420e+00,5.593140560928201027e-02
8.954050077067222446e+00,5.603987089912286501e-02
8.955350077070761472e+00,5.578408680067163672e-02
8.956650077074300498e+00,5.548468310688152438e-02
8.957950077077839524e+00,5.546856225671438489e-02
8.959250077081378549e+00,5.509514350224326701e-02
8.960550077084917575e+00,5.505292424730803130e-02
8.961850077088456601e+00,5.470174036496418257e-02
8.963150077091995627e+00,5.460338382332736995e-02
8.964450077095534652e+00,5.454562633435767333e-02
8.965750077099073678e+00,5.430221511477469065e-02
8.967050077102612704e+00,5.379508278274953287e-02
8.968350077106151730e+00,5.379265552918705701e-02
8.969650077109690756e+00,5.349209706081227422e-02
8.970950077113229781e+00,5.344109291677156398e-02
8.972250077116768807e+00,5.291002441159309289e-02
8.973550077120307833e+00,5.278259424821036411e-02
8.974850077123846859e+00,5.266613851962543419e-02
8.976150077127385885e+00,5.222159699510818542e-02
8.977450077130924910e+00,5.219876051923420107e-02
8.978750077134463936e+00,5.186984355178442946e-02
8.980050077138002962e+00,5.174388809139077866e-02
8.981350077141541988e+00,5.138819155017356616e-02
8.982650077145081013e+00,5.148965642749214755e-02
8.983950077148620039e+00,5.176867490209490635e-02
8.985250077152159065e+00,5.178977531935748113e-02
8.986550077155698091e+00,5.157798033331154747e-02
8.987850077159237117e+00,5.127290793709927963e-02
8.989150077162776142e+00,5.166720076431860487e-02
8.990450077166315168e+00,5.117220864872530639e-02
8.991750077169854194e+00,5.133845055363691484e-02
8.993050077173393220e+00,5.106537807156544262e-02
8.994350077176932245e+00,5.029583367483710793e-02
8.995650077180471271e+00,5.025513371281736807e-02
8.996950077184010297e+00,5.003099849418342349e-02
8.998250077187549323e+00,4.979718981329832317e-02
8.999550077191088349e+00,4.976018407066189891e-02
9.000850077194627374e+00,4.969484088114553555e-02
9.002150077198166400e+00,4.969283168383348964e-02
9.003450077201705426e+00,4.971608413127577564e-02
9.004750077205244452e+00,4.934742198251008960e-02
9.006050077208783478e+00,4.923355597899549407e-02
9.007350077212322503e+00,4.921852093913624965e-02
9.008650077215861529e+00,4.895577451321288243e-02
9.009950077219400555e+00,4.906443548489834022e-02
9.011250077222939581e+00,4.884047147717659326e-02
9.012550077226478606e+00,4.865682484664433927e-02
9.013850077230017632e+00,4.856977289204302689e-02
9.015150077233556658e+00,4.833057243708478723e-02
9.016450077237095684e+00,4.815126305299637088e-02
9.017750077240634710e+00,4.761587190918100537e-02
9.019050077244173735e+00,4.752995566200005073e-02
9.020350077247712761e+00,4.755879545397279085e-02
9.021650077251251787e+00,4.715530071826093406e-02
9.022950077254790813e+00,4.693549846554520566e-02
9.024250077258329839e+00,4.667532317632089311e-02
9.025550077261868864e+00,4.685081808251875812e-02
9.026850077265407890e+00,4.706593377646647869e-02
9.028150077268946916e+00,4.682100435029569463e-02
9.029450077272485942e+00,4.682435362526086303e-02
9.030750077276024967e+00,4.691831258288411965e-02
9.032050077279563993e+00,4.681166174785889728e-02
9.033350077283103019e+00,4.676240497962073916e-02
9.034650077286642045e+00,4.691508024820880557e-02
9.035950077290181071e+00,4.685241444620305562e-02
9.037250077293720096e+00,4.690621532266912863e-02
9.038550077297259122e+00,4.689418851806615579e-02
9.039850077300798148e+00,4.684431502563103644e-02
9.041150077304337174e+00,4.661719453214838854e-02
9.042450077307876199e+00,4.635834517934705329e-02
9.043750077311415225e+00,4.660533992862496422e-02
9.045050077314954251e+00,4.629324531513193119e-02
9.046350077318493277e+00,4.607137048781002886e-02
9.047650077322032303e+00,4.604585925811261610e-02
9.048950077325571328e+00,4.591982157748690507e-02
9.050250077329110354e+00,4.582300742311175290e-02
9.051550077332649380e+00,4.551022000943078655e-02
9.052850077336188406e+00,4.537903820230087398e-02
9.054150077339727432e+00,4.523825006936812304e-02
9.055450077343266457e+00,4.528852781176975761e-02
9.056750077346805483e+00,4.513277612024588215e-02
9.058050077350344509e+00,4.502681667564453066e-02
9.059350077353883535e+00,4.503068623301763329e-02
9.060650077357422560e+00,4.500448138672303450e-02
9.061950077360961586e+00,4.487173641174017902e-02
9.063250077364500612e+00,4.462059784590395595e-02
9.064550077368039638e+00,4.463269623336155872e-02
9.065850077371578664e+00,4.480360254176635887e-02
9.067150077375117689e+00,4.463559471030482256e-02
9.068450077378656715e+00,4.454065927751756082e-02
9.069750077382195741e+00,4.439402290784795480e-02
9.071050077385734767e+00,4.447890124759622255e-02
9.072350077389273793e+00,4.445370352353707893e-02
9.073650077392812818e+00,4.437260996204832331e-02
9.074950077396351844e+00,4.440286144592712342e-02
9.076250077399890870e+00,4.422357026883457637e-02
9.077550077403429896e+00,4.410786590990491834e-02
9.078850077406968921e+00,4.385674229979616423e-02
9.080150077410507947e+00,4.369428064477642870e-02
9.081450077414046973e+00,4.360539547392237869e-02
9.082750077417585999e+00,4.371430082315854587e-02
9.084050077421125025e+00,4.395283383623418971e-02
9.085350077424664050e+00,4.367859073946448595e-02
9.086650077428203076e+00,4.342789222674322408e-02
9.087950077431742102e+00,4.338384879472011874e-02
9.089250077435281128e+00,4.336531522403630490e-02
9.090550077438820153e+00,4.328868457231763861e-02
9.091850077442359179e+00,4.368545505415382529e-02
9.093150077445898205e+00,4.389712178756322719e-02
9.094450077449437231e+00,4.396409072060685624e-02
9.095750077452976257e+00,4.361524274114186167e-02
9.097050077456515282e+00,4.301891145391214394e-02
9.098350077460054308e+00,4.320010466196424342e-02
9.099650077463593334e+00,4.361392053886051917e-02
9.100950077467132360e+00,4.334682843825222315e-02
9.102250077470671386e+00,4.275725954365664633e-02
9.103550077474210411e+00,4.279345075765664252e-02
9.104850077477749437e+00,4.272899761029090582e-02
9.106150077481288463e+00,4.260148186054541625e-02
9.107450077484827489e+00,4.293295140134799348e-02
9.108750077488366514e+00,4.268236724124414155e-02
9.110050077491905540e+00,4.266000270559119900e-02
9.111350077495444566e+00,4.246156796982478165e-02
9.112650077498983592e+00,4.230522342640959804e-02
9.113950077502522618e+00,4.205468186765824734e-02
9.115250077506061643e+00,4.216316323605830835e-02
9.116550077509600669e+00,4.229987163723863963e-02
9.117850077513139695e+00,4.219821322204777431e-02
9.119150077516678721e+00,4.230723291861596819e-02
9.120450077520217746e+00,4.202834317390460872e-02
9.121750077523756772e+00,4.191148646988964582e-02
9.123050077527295798e+00,4.232449563015926175e-02
9.124350077530834824e+00,4.211398660337515448e-02
9.125650077534373850e+00,4.200916444343693462e-02
9.126950077537912875e+00,4.217222012076197318e-02
9.128250077541451901e+00,4.191981094996168750e-02
9.129550077544990927e+00,4.176669878999766938e-02
9.130850077548529953e+00,4.177671048154332073e-02
9.132150077552068979e+00,4.166148269175049684e-02
9.133450077555608004e+00,4.154617027553029335e-02
9.134750077559147030e+00,4.133461094019237614e-02
9.136050077562686056e+00,4.134755080183847437e-02
9.137350077566225082e+00,4.126303818929643458e-02
9.138650077569764107e+00,4.129111718635677247e-02
9.139950077573303133e+00,4.095858907344065297e-02
9.141250077576842159e+00,4.093981185680778401e-02
9.142550077580381185e+00,4.094103876922626506e-02
9.143850077583920211e+00,4.097254682267888887e-02
9.145150077587459236e+00,4.108628057492001717e-02
9.146450077590998262e+00,4.101925080841615362e-02
9.147750077594537288e+00,4.104565387676057525e-02
9.149050077598076314e+00,4.108482570523120520e-02
9.150350077601615340e+00,4.086423840172533073e-02
9.151650077605154365e+00,4.064998548538191481e-02
9.152950077608693391e+00,4.054665910261517903e-02
9.154250077612232417e+00,4.043964081867361393e-02
9.155550077615771443e+00,4.051842992767158008e-02
9.156850077619310468e+00,4.054952288048937342e-02
9.158150077622849494e+00,4.027330129726507113e-02
9.159450077626388520e+00,4.027145896401556485e-02
9.160750077629927546e+00,4.041071865852740447e-02
9.162050077633466572e+00,4.004350349949808291e-02
9.163350077637005597e+00,3.968976378842659081e-02
9.164650077640544623e+00,3.954112949552845285e-02
9.165950077644083649e+00,3.964811526265996089e-02
9.167250077647622675e+00,3.963490959645098871e-02
9.168550077651161700e+00,3.949607252972231475e-02
9.169850077654700726e+00,3.949581238825437129e-02
9.171150077658239752e+00,3.955793707625330363e-02
9.172450077661778778e+00,3.969679253292682924e-02
9.173750077665317804e+00,3.939381620148246776e-02
9.175050077668856829e+00,3.953018537556068218e-02
9.176350077672395855e+00,3.947257354945318125e-02
9.177650077675934881e+00,3.956649053734900834e-02
9.178950077679473907e+00,3.945854320098853008e-02
9.180250077683012933e+00,3.946680609650705246e-02
9.181550077686551958e+00,3.951308445532184660e-02
9.182850077690090984e+00,3.934997148722528537e-02
9.184150077693630010e+00,3.935072373036581361e-02
9.185450077697169036e+00,3.940264073777503817e-02
9.186750077700708061e+00,3.929341498939398908e-02
9.188050077704247087e+00,3.921673649636835818e-02
9.189350077707786113e+00,3.911643247900933873e-02
9.190650077711325139e+00,3.908806355369887769e-02
9.191950077714864165e+00,3.877538653731795598e-02
9.193250077718403190e+00,3.885299099496700159e-02
9.194550077721942216e+00,3.882037359506086693e-02
9.195850077725481242e+00,3.883061955053964537e-02
9.197150077729020268e+00,3.896102516988257658e-02
9.198450077732559294e+00,3.865550428566835034e-02
9.199750077736098319e+00,3.887104670431459907e-02
9.201050077739637345e+00,3.866712476063953463e-02
9.202350077743176371e+00,3.857352027413233492e-02
9.203650077746715397e+00,3.890458244788431996e-02
9.204950077750254422e+00,3.855768577094226962e-02
9.206250077753793448e+00,3.878909008376518752e-02
9.207550077757332474e+00,3.825492699610914815e-02
9.208850077760871500e+00,3.837294663295947456e-02
9.210150077764410526e+00,3.854716861931514055e-02
9.211450077767949551e+00,3.814772384832763180e-02
9.212750077771488577e+00,3.843965936220278962e-02
9.214050077775027603e+00,3.795104835162731172e-02
9.215350077778566629e+00,3.828679081649854349e-02
9.216650077782105654e+00,3.827688226405213251e-02
9.217950077785644680e+00,3.826263901467766293e-02
9.219250077789183706e+00,3.817143037150849683e-02
9.220550077792722732e+00,3.793238523810320978e-02
9.221850077796261758e+00,3.817926529250881967e-02
9.223150077799800783e+00,3.756834151536760091e-02
9.224450077803339809e+00,3.784288536092954292e-02
9.225750077806878835e+00,3.780819486188911893e-02
9.227050077810417861e+00,3.747777840978369635e-02
9.228350077813956887e+00,3.790582597469741716e-02
9.229650077817495912e+00,3.753775654929200623e-02
9.230950077821034938e+00,3.785331321106104319e-02
9.232250077824573964e+00,3.764912632402755976e-02
9.233550077828112990e+00,3.760502026410628140e-02
9.234850077831652015e+00,3.766873499719534252e-02
9.236150077835191041e+00,3.722276386448897245e-02
9.237450077838730067e+00,3.754355190983994783e-02
9.238750077842269093e+00,3.730897881440313479e-02
9.240050077845808119e+00,3.717562106413267037e-02
9.241350077849347144e+00,3.724183341552144560e-02
9.242650077852886170e+00,3.703199186708086565e-02
9.243950077856425196e+00,3.729004437249096998e-02
9.245250077859964222e+00,3.687153895844754586e-02
9.246550077863503247e+00,3.692790966263796021e-02
9.247850077867042273e+00,3.681520749102078910e-02
9.249150077870581299e+00,3.670884946763678519e-02
9.250450077874120325e+00,3.698033987471092271e-02
9.251750077877659351e+00,3.718491991076955383e-02
9.253050077881198376e+00,3.758390368005819215e-02
9.254350077884737402e+00,3.704172706720954694e-02
9.255650077888276428e+00,3.689469817846794536e-02
9.256950077891815454e+00,3.693387502178664683e-02
9.258250077895354480e+00,3.661486161787187027e-02
9.259550077898893505e+00,3.690399498108005993e-02
9.260850077902432531e+00,3.637836286188849549e-02
9.262150077905971557e+00,3.662311902068673963e-02
9.263450077909510583e+00,3.674680921596860939e-02
9.264750077913049608e+00,3.668802489579619380e-02
9.266050077916588634e+00,3.673726352235340969e-02
9.267350077920127660e+00,3.627601318888223902e-02
9.268650077923666686e+00,3.624366371785574248e-02
9.269950077927205712e+00,3.598466745801159189e-02
9.271250077930744737e+00,3.609029259400605566e-02
9.272550077934283763e+00,3.598158794719739234e-02
9.273850077937822789e+00,3.571195017900843233e-02
9.275150077941361815e+00,3.616516526406886312e-02
9.276450077944900841e+00,3.605342533077574713e-02
9.277750077948439866e+00,3.641452283125771322e-02
9.279050077951978892e+00,3.612263771187192163e-02
9.280350077955517918e+00,3.600001424896605989e-02
9.281650077959056944e+00,3.605281743082328072e-02
9.282950077962595969e+00,3.588924685943375992e-02
9.284250077966134995e+00,3.606952550325583096e-02
9.285550077969674021e+00,3.572890382256415504e-02
9.286850077973213047e+00,3.583571899379164871e-02
9.288150077976752073e+00,3.571306482766006124e-02
9.289450077980291098e+00,3.562066062562931762e-02
9.290750077983830124e+00,3.574653345237072816e-02
9.292050077987369150e+00,3.545412596832124563e-02
9.293350077990908176e+00,3.541376577879376542e-02
9.294650077994447201e+00,3.521131041212411522e-02
9.295950077997986227e+00,3.531895135792480905e-02
9.297250078001525253e+00,3.522749952361341891e-02
9.298550078005064279e+00,3.495147706091122908e-02
9.299850078008603305e+00,3.523965768499396495e-02
9.301150078012142330e+00,3.482635377487364875e-02
9.302450078015681356e+00,3.508388908187798361e-02
9.303750078019220382e+00,3.502437614532855070e-02
9.305050078022759408e+00,3.517906891426575422e-02
9.306350078026298434e+00,3.508794609564672845e-02
9.307650078029837459e+00,3.477452620968145974e-02
9.308950078033376485e+00,3.508178760751578390e-02
9.310250078036915511e+00,3.502410709940366462e-02
9.311550078040454537e+00,3.509835024305294621e-02
9.312850078043993562e+00,3.487805635171546681e-02
9.314150078047532588e+00,3.473193490026909441e-02
9.315450078051071614e+00,3.457957193273054203e-02
9.316750078054610640e+00,3.451109952710348927e-02
9.318050078058149666e+00,3.448347078648567043e-02
9.319350078061688691e+00,3.433716733448480274e-02
9.320650078065227717e+00,3.436167333946602009e-02
9.321950078068766743e+00,3.457543867533455217e-02
9.323250078072305769e+00,3.424628701762148092e-02
9.324550078075844795e+00,3.474814254473559960e-02
9.325850078079383820e+00,3.417507275329697419e-02
9.327150078082922846e+00,3.407756809669198333e-02
9.328450078086461872e+00,3.400809364559381764e-02
9.329750078090000898e+00,3.381768884145749943e-02
9.331050078093539923e+00,3.421226538319011717e-02
9.332350078097078949e+00,3.427736601827158225e-02
9.333650078100617975e+00,3.499559463352041461e-02
9.334950078104157001e+00,3.461714963736308576e-02
9.336250078107696027e+00,3.415284261219215384e-02
9.337550078111235052e+00,3.394839344484356508e-02
9.338850078114774078e+00,3.379046086836336865e-02
9.340150078118313104e+00,3.371724603960437466e-02
9.341450078121852130e+00,3.370732030843718446e-02
9.342750078125391155e+00,3.364162137921955509e-02
9.344050078128930181e+00,3.344522156657063483e-02
9.345350078132469207e+00,3.323945032951677869e-02
9.346650078136008233e+00,3.335569497026911329e-02
9.347950078139547259e+00,3.305553767212877914e-02
9.349250078143086284e+00,3.332940246142182539e-02
9.350550078146625310e+00,3.304904566347006967e-02
9.351850078150164336e+00,3.310248697089679393e-02
9.353150078153703362e+00,3.306430682335739085e-02
9.354450078157242388e+00,3.275712867780148502e-02
9.355750078160781413e+00,3.318119161947343659e-02
9.357050078164320439e+00,3.295975098971562489e-02
9.358350078167859465e+00,3.323522699369668709e-02
9.359650078171398491e+00,3.306812410890956622e-02
9.360950078174937516e+00,3.284282922546246514e-02
9.362250078178476542e+00,3.301092069605486568e-02
9.363550078182015568e+00,3.284548273347379782e-02
9.364850078185554594e+00,3.319393268471684810e-02
9.366150078189093620e+00,3.287568305493079879e-02
9.367450078192632645e+00,3.292930305702658489e-02
9.368750078196171671e+00,3.300423787104463796e-02
9.370050078199710697e+00,3.282835991621937954e-02
9.371350078203249723e+00,3.272327651209681887e-02
9.372650078206788749e+00,3.223633323605042122e-02
9.373950078210327774e+00,3.244527893765408039e-02
9.375250078213866800e+00,3.208562954187243327e-02
9.376550078217405826e+00,3.209484546316881959e-02
9.377850078220944852e+00,3.193909315393805154e-02
9.379150078224483877e+00,3.197601451803305794e-02
9.380450078228022903e+00,3.251408987881602985e-02
9.381750078231561929e+00,3.244320757956643125e-02
9.383050078235100955e+00,3.251319465560349037e-02
9.384350078238639981e+00,3.237550120542969506e-02
9.385650078242179006e+00,3.255712820783459444e-02
9.386950078245718032e+00,3.264002931926603818e-02
9.388250078249257058e+00,3.228853530830700508e-02
9.389550078252796084e+00,3.246606096889209647e-02
9.390850078256335109e+00,3.223632232106680984e-02
9.392150078259874135e+00,3.249879875684905106e-02
9.393450078263413161e+00,3.271892301259750335e-02
9.394750078266952187e+00,3.238395830519569252e-02
9.396050078270491213e+00,3.237222311111882106e-02
9.397350078274030238e+00,3.203644533240172787e-02
9.398650078277569264e+00,3.206037082496693280e-02
9.399950078281108290e+00,3.198895035398994363e-02
9.401250078284647316e+00,3.192792187789516428e-02
9.402550078288186342e+00,3.198666998093221275e-02
9.403850078291725367e+00,3.160548879152941942e-02
9.405150078295264393e+00,3.190702712565197247e-02
9.406450078298803419e+00,3.190042256566748280e-02
9.407750078302342445e+00,3.187572129801205523e-02
9.409050078305881470e+00,3.181836859683952190e-02
9.410350078309420496e+00,3.187191715097965894e-02
9.411650078312959522e+00,3.205620786316869947e-02
9.412950078316498548e+00,3.172142830525440105e-02
9.414250078320037574e+00,3.183736100819050535e-02
9.415550078323576599e+00,3.162164578403412613e-02
9.416850078327115625e+00,3.170366151357097845e-02
9.418150078330654651e+00,3.169122003955623240e-02
9.419450078334193677e+00,3.155484004475764270e-02
9.420750078337732702e+00,3.154577651612598677e-02
9.422050078341271728e+00,3.151754369020266094e-02
9.423350078344810754e+00,3.130766315606840766e-02
9.424650078348349780e+00,3.123258711356105902e-02
9.425950078351888806e+00,3.104882840110348430e-02
9.427250078355427831e+00,3.119080856348672645e-02
9.428550078358966857e+00,3.098048640571172616e-02
9.429850078362505883e+00,3.089416358190383988e-02
9.431150078366044909e+00,3.103279736397282842e-02
9.432450078369583935e+00,3.119986838683215524e-02
9.433750078373122960e+00,3.096616558473311645e-02
9.435050078376661986e+00,3.091802942043187993e-02
